Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
145,"Emilia Filippi, Mariasole Bannò, Sandro Trento","Automation technologies and their impact on employment: A review, synthesis and future research agenda",2023,Technological Forecasting and Social Change,Elsevier BV,https://doi.org/10.1016/j.techfore.2023.122448,,55,2026-05-27 20:41:01,article,10.1016/j.techfore.2023.122448,0040-1625,,191,,122448,122448,145,48.33,48,3,3,"This paper aims to review prior studies investigating how automation technologies affect employment. Our structured systematic review resulted in 102 publications recovered from Web of Science, Scopus and hand searching. The literature investigating how automation technologies affect employment is extremely complex and detailed, given that the impact of automation is evaluated at different levels of analysis (i.e., global, international, continental, country, regional, labour market, industry, firm, occupational, worker, and work activities) by adopting alternative methods (i.e., estimating the probability of automation or the net impact of employment) and, for some levels of analysis, the impact of each specific type of automation technology is evaluated. Moreover, the results are often inconsistent and inconclusive since only few clear results emerge and the impact of automation technologies is unclear for many levels of analysis. Research gaps and future research agenda are identified and discussed based on previous evidence.",https://doi.org/10.1016/j.techfore.2023.122448,
136,"Pu Chen, Linna Wu, Lei Wang","AI Fairness in Data Management and Analytics: A Review on Challenges, Methodologies and Applications",2023,Applied Sciences,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/app131810258,,63,2026-05-27 20:41:01,review,10.3390/app131810258,2076-3417,,13,18,10258,10258,136,45.33,45,3,3,"This article provides a comprehensive overview of the fairness issues in artificial intelligence (AI) systems, delving into its background, definition, and development process. The article explores the fairness problem in AI through practical applications and current advances and focuses on bias analysis and fairness training as key research directions. The paper explains in detail the concept, implementation, characteristics, and use cases of each method. The paper explores strategies to reduce bias and improve fairness in AI systems, reviews challenges and solutions to real-world AI fairness applications, and proposes future research directions. In addition, this study provides an in-depth comparative analysis of the various approaches, utilizing cutting-edge research information to elucidate their different characteristics, strengths, and weaknesses. The results of the comparison provide guidance for future research. The paper concludes with an overview of existing challenges in practical applications and suggests priorities and solutions for future research. The conclusions provide insights for promoting fairness in AI systems. The information reviewed in this paper is drawn from reputable sources, including leading academic journals, prominent conference proceedings, and well-established online repositories dedicated to AI fairness. However, it is important to recognize that research nuances, sample sizes, and contextual factors may create limitations that affect the generalizability of the findings.",https://www.mdpi.com/2076-3417/13/18/10258/pdf?version=1694597295,
129,"Tianzhen Hong, Jeetika Malik, Amanda F. Krelling, William O’Brien, Kaiyu Sun, Roberto Lamberts, Max Wei",Ten questions concerning thermal resilience of buildings and occupants for climate adaptation,2023,Building and Environment,Elsevier BV,https://doi.org/10.1016/j.buildenv.2023.110806,,69,2026-05-27 20:41:01,article,10.1016/j.buildenv.2023.110806,0360-1323,,244,,110806,110806,129,43.00,18,7,3,"With climate change leading to more frequent, more intense, and longer durations of extreme weather events such as heat waves and cold snaps, it is essential to maintain safe indoor environmental conditions for occupants during such events, which may coincide with, or even cause, power outages that expose residents to health risks. Analyzing the impacts of extreme weather events on the thermal resilience of buildings can help stakeholders (including occupants) understand the risk and inform them about mitigation and adaptation actions. Moreover, analyzing the technological, social and policy dimensions of thermal resilience is critical for climate-proofing buildings. This paper presents 10 questions that highlight the most important issues regarding the thermal resilience of buildings for occupants in the face of climate change. The proposed questions and answers aim to provide insights into current and future building thermal resilience research and applications, and more importantly to inspire new significant questions in the field.",https://doi.org/10.1016/j.buildenv.2023.110806,
122,"Maxwell Chukwudi Udeagha, Edwin Muchapondwa","Striving for the United Nations (<scp>UN</scp>) sustainable development goals (<scp>SDGs</scp>) in <scp>BRICS</scp> economies: The role of green finance, fintech, and natural resource rent",2023,Sustainable Development,Wiley,https://doi.org/10.1002/sd.2618,,78,2026-05-27 20:41:01,article,10.1002/sd.2618,0968-0802,,31,5,3657,3672,122,40.67,61,2,3,"Abstract In terms of policy, the BRICS region has prioritized achieving environmental sustainability. Environmental problems are mostly caused by the area's continuous reliance on fossil fuels to meet its energy requirements. It is also challenging to significantly reduce the region's reliance on fossil fuels because historically, the region has been a big importer of fossil fuels. As a result, the greenhouse gas (GHG) emission rates of the BRICS countries have been rising over time. Furthermore, the area has enormous untapped reserves of renewable energy sources that can be exploited to produce electricity without negatively impacting the ecosystem. In light of this, this research analyses, while controlling for energy innovation, economic growth, and natural resource rent, the combined effects of green finance (GFN) and financial technology (fintech) in reaching the region's carbon neutrality goals from 1990 to 2020. The findings for the BRICS economies, which are consistent with the EKC theory, imply that environmental sustainability is promoted by GFN, fintech, and energy innovation (ENI). NRR (natural resource rent) and GDP (economic growth) compromise environmental quality, nevertheless. It has also been demonstrated that there is a two‐way causal relationship between CO 2 emissions and GFN, fintech, and NRR. However, it has been demonstrated that GDP and ENI have a one‐way causal relationship with CO 2 emissions. It is recommended that the BRICS nations speed up the development of green financial products and increase the capacity of banks and financial institutions to offer green credit facilities based on the empirical findings. The basic study of how green finance solutions might be used while lowering the related risks should receive more funding.",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sd.2618,
117,"Jasmin Praful Bharadiya, Reji Kurien Thomas, Farhan Ahmed",Rise of Artificial Intelligence in Business and Industry,2023,Journal of Engineering Research and Reports,,https://doi.org/10.9734/jerr/2023/v25i3893,,84,2026-05-27 20:41:01,article,10.9734/jerr/2023/v25i3893,2582-2926,,25,3,85,103,117,39.00,39,3,3,"The ongoing development of business and the most recent advances in artificial intelligence (AI) allow for the many business practices to be improved by the capacity to establish new forms of collaboration, which is a significant competitive advantage. This rapidly developing technology enables to offer brand services and even some new forms of business interactions with consumers and personnel. The digitalization of AI concurrently emphasized for businesses that they need concentrate on their present strategies while also routinely and early pursuing new chances in the market. Not only in business but also in different industry sectors, Al techniques are being used and revolutionized different industry sectors. This review focuses on the application of AI techniques in business and different industries.",https://journaljerr.com/index.php/JERR/article/download/893/1776,
115,Yudiyanto Joko Purnomo,Digital Marketing Strategy to Increase Sales Conversion on E-commerce Platforms,2023,Journal of Contemporary Administration and Management (ADMAN),,https://doi.org/10.61100/adman.v1i2.23,,88,2026-05-27 20:41:01,article,10.61100/adman.v1i2.23,2988-3121,,1,2,54,62,115,38.33,115,1,3,"In this digital era, technological developments have significantly changed the business paradigm, especially in the e-commerce industry. E-commerce platforms have become one of the main media for many companies to sell their products and services online. However, the increasing number of competitors on e-commerce platforms requires companies to have an effective marketing strategy to increase sales conversion and gain a competitive advantage. The purpose of this research is to analyse and identify effective digital marketing strategies in increasing sales conversion on e-commerce platforms. The current research type is qualitative. Data collection techniques include listening and recording important information to conduct data analysis through data reduction, data display, and conclusion drawing. The study results show that in an effort to increase sales conversions on e-commerce platforms, digital marketing strategies play a crucial role. By combining various techniques and tactics, you can achieve successful results in increasing traffic, engagement, and ultimately, sales conversions on your e-commerce platform. Here are the core digital marketing strategies including SEO, content marketing, social media, paid advertising, user experience optimisation, customer reviews and testimonials, content personalisation, video usage, incentives, and car optimisation.",https://journal.literasisainsnusantara.com/index.php/adman/article/download/23/38,
114,"Deepika Saxena, Jitendra Kumar, Ashutosh Kumar Singh, Stefan Schmid",Performance Analysis of Machine Learning Centered Workload Prediction Models for Cloud,2023,IEEE Transactions on Parallel and Distributed Systems,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/tpds.2023.3240567,,91,2026-05-27 20:41:01,article,10.1109/tpds.2023.3240567,1045-9219,,34,4,1313,1330,114,38.00,29,4,3,"The precise estimation of resource usage is a complex and challenging issue due to the high variability and dimensionality of heterogeneous service types and dynamic workloads. Over the last few years, the prediction of resource usage and traffic has received ample attention from the research community. Many machine learning-based workload forecasting models have been developed by exploiting their computational power and learning capabilities. This paper presents the first systematic survey cum performance analysis-based comparative study of diversified machine learning-driven cloud workload prediction models. The discussion initiates with the significance of predictive resource management followed by a schematic description, operational design, motivation, and challenges concerning these workload prediction models. Classification and taxonomy of different prediction approaches into five distinct categories are presented focusing on the theoretical concepts and mathematical functioning of the existing state-of-the-art workload prediction methods. The most prominent prediction approaches belonging to a distinct class of machine learning models are thoroughly surveyed and compared. All five classified machine learning-based workload prediction models are implemented on a common platform for systematic investigation and comparison using three distinct benchmark cloud workload traces via experimental analysis. The essential key performance indicators of state-of-the-art approaches are evaluated for comparison and the paper is concluded by discussing the trade-offs and notable remarks.",https://arxiv.org/pdf/2302.02452,
112,"Gabriele Torma, Jessica Aschemann‐Witzel",Social acceptance of dual land use approaches: Stakeholders' perceptions of the drivers and barriers confronting agrivoltaics diffusion,2023,Journal of Rural Studies,Elsevier BV,https://doi.org/10.1016/j.jrurstud.2023.01.014,,93,2026-05-27 20:41:01,article,10.1016/j.jrurstud.2023.01.014,0743-0167,,97,,610,625,112,37.33,56,2,3,"Agrivoltaics is a dual land-use approach, combining food and energy production. It is a yet underexplored innovation with high potential to address land-use conflicts. Understanding the basis on which stakeholders judge and decide on such innovations is crucial to understanding perception and adoption, especially when the potential value of an innovation is not solely on an individual level but also on a societal level. Therefore, we combine two theoretical lenses, the innovation diffusion theory for an individual and the social acceptance perspective for a societal lens. Through 27 semi-structured stakeholder interviews, we explore perceptions of agrivoltaics by different stakeholder types in three countries (Germany, Belgium, and Denmark) and different agrivoltaics system designs (vertical, horizontal, and as replacement of cover installations). We categorize our emerging themes into drivers and barriers of agrivoltaic diffusion in five subdimensions based on the known characteristics of innovation diffusion (Relative Advantage, Compatibility, Complexity, Trialability, and Communicability) and find social acceptance is the overarching dimension that embraces the five subdimensions by either strengthening or weakening acceptance on the micro, meso or macro level. Based on this categorization, we develop a conceptual model to highlight the need to address perceived drivers of, and barriers to, innovation adoption on different social acceptance levels. Our findings contribute to a better understanding of which perceptions play an essential role to whom. First, such a more holistic perspective can support policymakers' decisions on how to boost agrivoltaics as a potentially valuable innovation. Second, it can help researchers decide what to focus on when designing pilot studies, and third, it can support product and project developers decide on how to design agrivoltaic projects with better acceptance rates from all the involved stakeholder groups.",https://doi.org/10.1016/j.jrurstud.2023.01.014,
111,"Muhammad Irfan Khalid, Ibtisam Ehsan, Ayman Al-Ani, Jawaid Iqbal, Saddam Hussain, Syed Sajid Ullah, Nayab",A Comprehensive Survey on Blockchain-Based Decentralized Storage Networks,2023,IEEE Access,Institute of Electrical and Electronics Engineers,https://doi.org/10.1109/access.2023.3240237,,95,2026-05-27 20:41:01,article,10.1109/access.2023.3240237,2169-3536,,11,,10995,11015,111,37.00,16,7,3,"Blockchains are a new approach to creating distributed networks that were first introduced in 2008. It allows the formation of peer-to-peer networks based on consensus, forming chains from accepted blocks without requiring a central authority or centralized controller. A prominent application of this technology is its use in decentralized storage systems. Individuals in decentralized storage networks rent unused hardware storage space to other individuals. A decentralized network utilizing end-to-end encryption eliminates the risk of data loss associated with centralized data control by enabling clients to transmit their files securely. The storage providers must prove that they have kept unaltered files in this network for this time. Many studies have been conducted in this specific domain, most targeting storage capacity and efficiency, but a security, integrity and privacy loophole need to be addressed. This paper presents an overview of blockchain-based storage systems and how they work, followed by a comparison with cloud-based storage networks and a survey of various decentralized storage networks like SIA, File coin, and Storj available on the market. Next, we discuss the advantages and disadvantages of blockchain-based storage. In our final discussion, we examine the security problems of decentralized storage networks and explore potential solutions and research directions for the future.",https://ieeexplore.ieee.org/ielx7/6287639/10005208/10026822.pdf,
103,"Monica E Swilley-Martinez, Serita A Coles, Vanessa Miller, Ishrat Z Alam, Kate Vinita Fitch, Theresa H. Cruz, Bernadette Hohl, Regan Murray, Shabbar I. Ranapurwala","“We adjusted for race”: now what? A systematic review of utilization and reporting of race in <i>American Journal of Epidemiology</i> and <i>Epidemiology</i>, 2020–2021",2023,Epidemiologic Reviews,Oxford University Press,https://doi.org/10.1093/epirev/mxad010,,103,2026-05-27 20:41:01,review,10.1093/epirev/mxad010,0193-936X,,45,1,15,31,103,34.33,11,9,3,"Race is a social construct, commonly used in epidemiologic research to adjust for confounding. However, adjustment of race may mask racial disparities, thereby perpetuating structural racism. We conducted a systematic review of articles published in Epidemiology and American Journal of Epidemiology between 2020 and 2021 to (1) understand how race, ethnicity, and similar social constructs were operationalized, used, and reported; and (2) characterize good and poor practices of utilization and reporting of race data on the basis of the extent to which they reveal or mask systemic racism. Original research articles were considered for full review and data extraction if race data were used in the study analysis. We extracted how race was categorized, used-as a descriptor, confounder, or for effect measure modification (EMM)-and reported if the authors discussed racial disparities and systemic bias-related mechanisms responsible for perpetuating the disparities. Of the 561 articles, 299 had race data available and 192 (34.2%) used race data in analyses. Among the 160 US-based studies, 81 different racial categorizations were used. Race was most often used as a confounder (52%), followed by effect measure modifier (33%), and descriptive variable (12%). Fewer than 1 in 4 articles (22.9%) exhibited good practices (EMM along with discussing disparities and mechanisms), 63.5% of the articles exhibited poor practices (confounding only or not discussing mechanisms), and 13.5% were considered neither poor nor good practices. We discuss implications and provide 13 recommendations for operationalization, utilization, and reporting of race in epidemiologic and public health research.",https://academic.oup.com/epirev/advance-article-pdf/doi/10.1093/epirev/mxad010/51838543/mxad010.pdf,
100,"Shubhrajyotsna Aithal, P. S. Aithal",Importance of Circular Economy for Resource Optimization in Various Industry Sectors – A Review-based Opportunity Analysis,2023,International Journal of Applied Engineering and Management Letters,,https://doi.org/10.47992/ijaeml.2581.7000.0182,,111,2026-05-27 20:41:01,article,10.47992/ijaeml.2581.7000.0182,2581-7000,,,,191,215,100,33.33,50,2,3,"Purpose: The circular economy concept is of significant importance across various industry sectors, including the primary, secondary, tertiary, and quaternary sectors. This concept has a profound impact across all industry sectors by promoting sustainable practices, resource efficiency, waste reduction, and innovation. By embracing circular principles, industries can contribute to the transition towards a more sustainable and resilient economy while creating economic value and minimizing environmental impact. Methodology: The importance of the circular economy is discussed in various industry sectors by means of a systematic review to know the current status and SWOC and ABCD analysis to know the Opportunity of exploring this field. Results: Based on analysis, comparison, evaluation, and interpretation of the circular economy in all four industry sectors, the importance of Circular Economy for Resource Optimization are suggested. Outcome/Values/Novelty: The importance of the Circular Economy in primary, secondary, tertiary, and quaternary industries are evaluated by knowing the current status and the opportunity are analyzed using SWOC and ABCD analysis frameworks. Type of Paper: Exploratory Analysis",https://supublication.com/index.php/ijaeml/article/download/108/79/1051,
99,"Valeska Engesser, Evy Rombaut, Lieselot Vanhaverbeke, Philippe Lebeau",Autonomous Delivery Solutions for Last-Mile Logistics Operations: A Literature Review and Research Agenda,2023,Sustainability,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/su15032774,,115,2026-05-27 20:41:01,review,10.3390/su15032774,2071-1050,,15,3,2774,2774,99,33.00,25,4,3,"The implementation of autonomous delivery solutions in last-mile logistics operations is considered promising. Autonomous delivery solutions can help in tackling urban challenges related to last-mile logistics operations. Urbanization creates higher mobility and transportation demand, which contributes to increased congestion levels, traffic, air pollution, and accident rates. Moreover, mega-trends, such as e-commerce, demand that logistics companies react to increased customer expectations in terms of delivery time and service. Concerning service, electrified autonomous delivery solutions have the potential to operate 24/7 and can help to overcome driver shortages. This paper conducts a systematic literature review. Based on the literature set, a snowballing procedure was applied. Complementary gray literature was included. This work discusses different autonomous delivery solutions such as Autonomous Delivery Robots (ADRs), Unmanned Aerial Vehicles (UAVs), two- or multi-tiered systems, and the concept of passenger and freight integration. The work presents advantages and disadvantages, enabling the comparison of solutions. Furthermore, a research agenda is provided, from which practical-managerial and theoretical implications can be derived. The research agenda can help researchers, manufacturers, businesses, and governmental institutions to prepare for the arrival and subsequent implementation of autonomous delivery services. Various implications related to energy demand, legislation, implementation strategy, training, and risk and safety are presented. The outcome of this work calls for collaboration among various stakeholders, encourages mutual learning, and hints at the importance of national and international development projects.",https://www.mdpi.com/2071-1050/15/3/2774/pdf?version=1675415572,
99,Jakob Mökander,"Auditing of AI: Legal, Ethical and Technical Approaches",2023,Digital Society,Springer Science+Business Media,https://doi.org/10.1007/s44206-023-00074-y,,116,2026-05-27 20:41:01,article,10.1007/s44206-023-00074-y,2731-4650,,2,3,,,99,33.00,99,1,3,"Abstract AI auditing is a rapidly growing field of research and practice. This review article, which doubles as an editorial to Digital Society’s topical collection on ‘Auditing of AI’, provides an overview of previous work in the field. Three key points emerge from the review. First, contemporary attempts to audit AI systems have much to learn from how audits have historically been structured and conducted in areas like financial accounting, safety engineering and the social sciences. Second, both policymakers and technology providers have an interest in promoting auditing as an AI governance mechanism. Academic researchers can thus fill an important role by studying the feasibility and effectiveness of different AI auditing procedures. Third, AI auditing is an inherently multidisciplinary undertaking, to which substantial contributions have been made by computer scientists and engineers as well as social scientists, philosophers, legal scholars and industry practitioners. Reflecting this diversity of perspectives, different approaches to AI auditing have different affordances and constraints. Specifically, a distinction can be made between technology-oriented audits, which focus on the properties and capabilities of AI systems, and process-oriented audits, which focus on technology providers’ governance structures and quality management systems. The next step in the evolution of auditing as an AI governance mechanism, this article concludes, should be the interlinking of these available—and complementary—approaches into structured and holistic procedures to audit not only how AI systems are designed and used but also how they impact users, societies and the natural environment in applied settings over time.",https://link.springer.com/content/pdf/10.1007/s44206-023-00074-y.pdf,
89,"Michela Rossi, Dionysios A. Bournas",Structural Health Monitoring and Management of Cultural Heritage Structures: A State-of-the-Art Review,2023,Applied Sciences,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/app13116450,,148,2026-05-27 20:41:01,review,10.3390/app13116450,2076-3417,,13,11,6450,6450,89,29.67,45,2,3,"In recent decades, the urgency to protect and upgrade cultural heritage structures (CHS) has become of primary importance due to their unique value and potential areas of impact (economic, social, cultural, and environmental). Structural health monitoring (SHM) and the management of CHS are emerging as decisive safeguard measures aimed at assessing the actual state of the conservation and integrity of the structure. Moreover, the data collected from SHM are essential to plan cost-effective and sustainable maintenance solutions, in compliance with the basic preservation principles for historic buildings, such as minimum intervention. It is evident that, compared to new buildings, the application of SHM to CHS is even more challenging because of the uniqueness of each monitored structure and the need to respect its architectural and historical value. This paper aims to present a state-of-the-art evaluation of the current traditional and innovative SHM techniques adopted for CHS and to identify future research trends. First, a general introduction regarding the use of monitoring strategies and technologies for CHS is presented. Next, various traditional SHM techniques currently used in CHS are described. Then, attention is focused on the most recent technologies, such as fibre optic sensors and smart-sensing materials. Finally, an overview of innovative methods and tools for managing and analysing SHM data, including IoT-SHM systems and the integration of BIM in heritage structures, is provided.",https://www.mdpi.com/2076-3417/13/11/6450/pdf?version=1685003428,
87,"Jonathan Stray, Alon Halevy, Parisa Assar, Dylan Hadfield-Menell, Craig Boutilier, Amar Ashar, Chloé Bakalar, Lex Beattie, Michael D. Ekstrand, Claire Leibowicz, Connie Moon Sehat, Sara L. Johansen, Lianne Kerlin, David Vickrey, Spandana Singh, Sanne Vrijenhoek, Amy X. Zhang, McKane Andrus, Natali Helberger, Polina Proutskova, Tanushree Mitra, Nina Vasan",Building Human Values into Recommender Systems: An Interdisciplinary Synthesis,2023,ACM Transactions on Recommender Systems,Association for Computing Machinery,https://doi.org/10.1145/3632297,,152,2026-05-27 20:41:01,article,10.1145/3632297,2770-6699,,2,3,1,57,87,29.00,9,22,3,"Recommender systems are the algorithms which select, filter, and personalize content across many of the world's largest platforms and apps. As such, their positive and negative effects on individuals and on societies have been extensively theorized and studied. Our overarching question is how to ensure that recommender systems enact the values of the individuals and societies that they serve. Addressing this question in a principled fashion requires technical knowledge of recommender design and operation, and also critically depends on insights from diverse fields including social science, ethics, economics, psychology, policy, and law. This article is a multidisciplinary effort to synthesize theory and practice from different perspectives, with the goal of providing a shared language, articulating current design approaches, and identifying open problems. We collect a set of values that seem most relevant to recommender systems operating across different domains, and then examine them from the perspectives of current industry practice, measurement, product design, and policy approaches. Important open problems include multi-stakeholder processes for defining values and resolving trade-offs, better values-driven measurements, recommender controls that people use, non-behavioral algorithmic feedback, optimization for long-term outcomes, causal inference of recommender effects, academic-industry research collaborations, and interdisciplinary policy-making.",https://dl.acm.org/doi/pdf/10.1145/3632297,
77,"Sanjay Taneja, Mukul Bhatnagar, Pawan Kumar, Ramona Rupeika-Apoga",India’s Total Natural Resource Rents (NRR) and GDP: An Augmented Autoregressive Distributed Lag (ARDL) Bound Test,2023,Journal of risk and financial management,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/jrfm16020091,,193,2026-05-27 20:41:01,article,10.3390/jrfm16020091,1911-8066,,16,2,91,91,77,25.67,19,4,3,"Utilizing natural resources wisely, reducing pollution, and taking other environmental factors into account are now critical to the prospects for long-term economic growth and, by extension, sustainable development. We investigate the impact of total natural resource rents (NRR) on India’s GDP in this study. The data sample consists of NRR and GDP data from the World Bank’s official website collected between 1993 and 2020. In the study, the Granger causality test and an augmented autoregressive distributed lag (ARDL) bound test were used. The NNR have a significant impact on India’s GDP, according to the results of the ARDL model on the framed time series data set. Furthermore, the ARDL bound test reveals that the NRR have a significant short-term and long-term impact on the GDP of the Indian economy. This research contributes to understanding whether an exclusive policy is required for effective management of the complex interactions between various forces in the economic, political, and social environments. This is significant because there is no standard policy in India to improve the efficiency of utility extraction from natural resources.",https://www.mdpi.com/1911-8074/16/2/91/pdf?version=1675419613,
71,"Gianluca Bei, Filippo Celata",Challenges and effects of short-term rentals regulation,2023,Annals of Tourism Research,Elsevier BV,https://doi.org/10.1016/j.annals.2023.103605,,224,2026-05-27 20:41:01,article,10.1016/j.annals.2023.103605,0160-7383,,101,,103605,103605,71,23.67,36,2,3,"Many overtouristified cities introduced limitations to the diffusion of short-term rentals, and are struggling to guarantee their enforcement, while evidence about the impact of those regulations is limited. The article provides an overview of the instruments adopted by 16 European cities, and an assessment of their effectiveness. By comparing regulated and unregulated cities, we show that the former obtained a persistent reduction in the number of listings of entire apartments, in the ratio between entire apartments and shared rooms, and in the number of professional hosts, but no significant impact on the spatial concentration of short-term rentals in the city. We also provide evidence of the effects of the diverse regulatory strategies, and of the importance of obtaining the cooperation of booking platforms.",https://ars.els-cdn.com/content/image/1-s2.0-S0160738323000786-ga1_lrg.jpg,
69,"Donata Tania Vergura, Cristina Zerbini, Beatrice Luceri, Rosa Palladino",Investigating sustainable consumption behaviors: a bibliometric analysis,2023,British Food Journal,Emerald Publishing Limited,https://doi.org/10.1108/bfj-06-2022-0491,,234,2026-05-27 20:41:01,article,10.1108/bfj-06-2022-0491,0007-070X,,125,13,253,276,69,23.00,17,4,3,"Purpose The research carried out a bibliometric analysis of the literature on environmental sustainability from a demand perspective by analyzing the scientific contributions published in the last twenty years. Design/methodology/approach A bibliometric analysis was carried out to outline the scientific studies development, identifying the most discussed topics and those that would require future research. In total, 274 articles published between 1999 and 2021 were collected through the Web of Science database and analyzed with the SciMAT software. Findings By systematizing the literature results, the study revealed a steady growth in the number of publications and in the research areas, highlighting a substantial evolution of the research topic. Research limitations/implications The study contribute for conceptual, methodological and thematic development of the topic, systematizing the results of existing studies and providing useful indications for the promotion of sustainable consumer habits. Originality/value The study attempts to bridge the gap in current literature by offering a holistic view on the role of consumer behavior in pursuing sustainability goals, identifying both the most treated areas and the emerging ones that can represent opportunities for future research.",https://www.emerald.com/insight/content/doi/10.1108/BFJ-06-2022-0491/full/pdf?title=investigating-sustainable-consumption-behaviors-a-bibliometric-analysis,
68,"Ahmed Hassebo, Mohamed Tealab",Global Models of Smart Cities and Potential IoT Applications: A Review,2023,IoT,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/iot4030017,,240,2026-05-27 20:41:01,review,10.3390/iot4030017,2624-831X,,4,3,366,411,68,22.67,34,2,3,"As the world becomes increasingly urbanized, the development of smart cities and the deployment of IoT applications will play an essential role in addressing urban challenges and shaping sustainable and resilient urban environments. However, there are also challenges to overcome, including privacy and security concerns, and interoperability issues. Addressing these challenges requires collaboration between governments, industry stakeholders, and citizens to ensure the responsible and equitable implementation of IoT technologies in smart cities. The IoT offers a vast array of possibilities for smart city applications, enabling the integration of various devices, sensors, and networks to collect and analyze data in real time. These applications span across different sectors, including transportation, energy management, waste management, public safety, healthcare, and more. By leveraging IoT technologies, cities can optimize their infrastructure, enhance resource allocation, and improve the quality of life for their citizens. In this paper, eight smart city global models have been proposed to guide the development and implementation of IoT applications in smart cities. These models provide frameworks and standards for city planners and stakeholders to design and deploy IoT solutions effectively. We provide a detailed evaluation of these models based on nine smart city evaluation metrics. The challenges to implement smart cities have been mentioned, and recommendations have been stated to overcome these challenges.",https://www.mdpi.com/2624-831X/4/3/17/pdf?version=1693487351,
66,"N. Gomez‐Casanovas, Paul Mwebaze, Madhu Khanna, B. E. Branham, Alson Time, Evan H. DeLucia, Carl J. Bernacchi, Alan K. Knapp, Muhammad Jahidul Hoque, Xuzhi Du, Elena Blanc‐Betes, Greg A. Barron‐Gafford, Bin Peng, Kaiyu Guan, Jordan Macknick, Ruiqing Miao, Nenad Miljkovic","Knowns, uncertainties, and challenges in agrivoltaics to sustainably intensify energy and food production",2023,Cell Reports Physical Science,Elsevier BV,https://doi.org/10.1016/j.xcrp.2023.101518,,246,2026-05-27 20:41:01,article,10.1016/j.xcrp.2023.101518,2666-3864,,4,8,101518,101518,66,22.00,7,17,3,"Harnessing solar energy to renewably produce electricity can contribute to climate mitigation while meeting current energy demands. However, utility-scale photovoltaics are land intensive and can compete with food production. Agrivoltaics, which combines both energy and food production, has the potential to reduce competition for land. However, its benefits remain uncertain. Here, we review the literature to assess how agrivoltaics can provide synergistic benefits across the food-energy-water nexus relative to photovoltaic or agricultural systems in isolation. Overall, agrivoltaics has the potential to enhance the sustainability of agricultural land and the resilience of our food and energy systems while helping meet energy and food demands. However, there are obstacles to be surmounted. Interdisciplinary collaborative research actions to gain a holistic and mechanistic understanding of the ecological, environmental, and socio-economic consequences of agrivoltaics, and to realize how new innovations can unravel the potential of this emerging strategy, are urgently needed.",https://ars.els-cdn.com/content/image/1-s2.0-S2666386423003028-fx1_lrg.jpg,
64,"Vignesh Ramasamy, Jarett Zuboy, Michael Woodhouse, Eric O’Shaughnessy, David Feldman, Jal Desai, Andy Walker, Robert Margolis, Paul A. Basore","U.S. Solar Photovoltaic System and Energy Storage Cost Benchmarks, With Minimum Sustainable Price Analysis: Q1 2023",2023,,,https://doi.org/10.2172/2005540,,264,2026-05-27 20:41:01,report,10.2172/2005540,,,,,,,64,21.33,7,9,3,"The U.S. Department of Energy's (DOE's) Solar Energy Technologies Office (SETO) aims to accelerate the advancement and deployment of solar technology in support of an equitable transition to a decarbonized economy no later than 2050, starting with a decarbonized power sector by 2035. Its approach to achieving this goal includes driving innovations in technology, hardware, and soft cost reductions to make solar affordable and accessible for all. As part of this effort, SETO must track solar cost trends so it can focus its research and development (R&D) on the highest-impact activities. The benchmarks in this report are bottom-up cost estimates of all major inputs to PV and energy storage system installations. Bottom-up costs are based on national averages and do not necessarily represent typical costs in all local markets. Like last year's report, this year's report includes two distinct sets of benchmarks: minimum sustainable price (MSP) benchmarks and modeled market price (MMP) benchmarks. MSP benchmarks can be interpreted as the minimum price a company needs to charge to remain financially solvent in the long term based on the minimum sustainable prices of all inputs including minimum sustainable profit margins. MMP benchmarks can be interpreted as the actual cash sales price a company charges in the given benchmark period. These simplified estimates are useful for tracking technological progress, but they do not reflect all experiences. In fact, no individual estimate under any approach can reflect the diversity of the PV and storage manufacturing and installation industries. Our residential MMP benchmark ($2.90 per watt direct current [Wdc]) is 24% higher than the MSP benchmark ($2.34/Wdc) and 9% lower than our MMP benchmark ($3.18/Wdc) from Q1 2022 in 2022 U.S. dollars (USD). For community solar, our MMP benchmark ($1.75/Wdc) is 18% higher than our MSP benchmark ($1.49/Wdc). Our Q1 2022 benchmark report has no community solar system for comparison. For utility-scale systems with one-axis tracking, our MMP benchmark ($1.17/Wdc) is 22% higher than our MSP benchmark ($0.96/Wdc) and 10% higher than its counterpart ($1.07/Wdc) in Q1 2022 in 2022 USD.",https://www.osti.gov/biblio/2005540,
