Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Jin Hyok Pak, Chol Jin Ma",AGABAC: Implementing and Evaluating an Attribute-Group Access Control Model for Secure Web-Based Spreadsheet Interfaces in Large-Scale e-Government Systems,2025,,Wiley,https://doi.org/10.22541/au.175851927.71637394/v1,,51,2026-05-27 21:14:56,posted-content,10.22541/au.175851927.71637394/v1,,,,,,,0,0.00,0,2,1,"The proliferation of large-scale e-government information systems has introduced complex challenges in securing access to vast and dynamic information resources. A critical trend is the integration of Web-based dynamic data style sheets, such as Web Excel, for flexible data manipulation and reporting. However, implementing granular and efficient access control for these interfaces remains a significant, unaddressed research problem. Traditional and existing attribute-based access control (ABAC) models suffer from administrative overhead due to the explosion of attribute relations (m×n×k) and lack a formal framework for defining permissions on spreadsheet elements (cells, ranges). This paper proposes the Attribute-Group ABAC (AGABAC) model to overcome these limitations. AGABAC introduces a novel attribute-grouping mechanism to minimize policy management costs and a secure authorization proxy framework for decentralized administration. Furthermore, it formalizes access control policies specifically for dynamic spreadsheet operations. We implemented a full prototype and evaluated AGABAC against standard ABAC and RBAC models. Our experimental results demonstrate that AGABAC reduces policy configuration time by over 47% compared to standard ABAC and maintains access decision latency below 15ms under a load of 10,000 concurrent users, proving its efficacy for secure and efficient access control in large-scale environments.",https://www.authorea.com/doi/pdf/10.22541/au.175851927.71637394/v1,
0,"Albert Ramadhan Manik, Dedy Kiswanto, Muhammad Budi Akbar, Jogi Purba","Academic Portal with MFA (WhatsApp OTP via Fonnte), Role-Based Access Control, and Logging System for Network Monitoring",2025,Jurnal Ilmiah Sistem Informasi,Universitas Sains dan Teknologi Komputer,https://doi.org/10.51903/qwz6pt87,,55,2026-05-27 21:14:56,journal-article,10.51903/qwz6pt87,2809-1507,,4,3,674,687,0,0.00,0,4,1,"This study aims to develop a web-based academic portal with a multi-layered security system to enhance data protection and operational efficiency. The system integrates Multi-Factor Authentication (MFA) using WhatsApp OTP via Fonnte, Role-Based Access Control (RBAC), and a user activity logging mechanism to ensure security, transparency, and accountability. Additionally, a web-based security monitoring feature is implemented, allowing administrators to observe user activities in real-time and respond promptly to potential threats. The testing results indicate that the combination of MFA, RBAC, and logging effectively strengthens the system against unauthorized access while improving its stability and reliability. Therefore, the developed system proves to be an effective solution for securing academic data, minimizing security risks, and optimizing the management of educational information.",https://ejurnal.provisi.ac.id/index.php/JUISI/article/download/1316/917,
0,"Jin Hyok Pak, Gyong Il Choe, Un Song Pak, Chol Jin Ma, Guk Jun Ri",AGABAC: Implementing and Evaluating an Attribute-Group Access Control Model for Secure Web-Based Spreadsheet Interfaces in Large-Scale e-Government Systems,2025,,Wiley,https://doi.org/10.22541/au.176098201.10378910/v1,,136,2026-05-27 21:14:56,posted-content,10.22541/au.176098201.10378910/v1,,,,,,,0,0.00,0,5,1,"As e-government systems grow in scale and complexity, securing access to their dynamic information resources has become increasingly difficult. We’ve observed a particular challenge emerging with the widespread adoption of web-based spreadsheet interfaces for data analysis and reporting. While these tools offer valuable flexibility, implementing practical and fine-grained access control for them remains an open problem. Traditional Attribute-Based Access Control (ABAC) models, though flexible in theory, become administratively burdensome in practice due to the combinatorial explosion of attribute relationships (m×n×k). Furthermore, they lack a formal way to define permissions for specific spreadsheet elements like individual cells or ranges. In this paper, we present AGABAC (Attribute-Group ABAC), a new model that addresses these limitations through two key contributions. First, we introduce an attribute-grouping mechanism that dramatically reduces policy management overhead. Second, we’ve created a formalized model specifically designed for controlling access to dynamic spreadsheet operations. To validate our approach, we built a complete prototype and conducted thorough experiments comparing AGABAC against standard ABAC and RBAC models. The results are promising: AGABAC reduced policy configuration time by 47% compared to standard ABAC, while maintaining access decision times under 15ms even with 10,000 concurrent users. These findings suggest that AGABAC offers a practical solution for implementing efficient and secure access control in large-scale e-government systems.",https://www.authorea.com/doi/pdf/10.22541/au.176098201.10378910/v1,
0,"Thomson Mary, Nia Febriyani",Peningkatan Keamanan Sistem Informasi Berbasis Laravel 12 dengan Rate Limiting dan Role-Based Access Control (RBAC),2025,Jurnal Teknologi  Dan Sistem Informasi Bisnis,Universitas Dharma Andalas,https://doi.org/10.47233/jteksis.v7i3.1976,,220,2026-05-27 21:14:56,journal-article,10.47233/jteksis.v7i3.1976,2655-8238,,7,3,473,481,0,0.00,0,2,1,"This study aims to enhance the security of a Laravel  12-based news information system by implementing Rate Limiting and Role-Based Access Control (RBAC). The current website-based information system is vulnerable to hacking and redirection to online gambling sites, indicating serious security weaknesses in the programming. Leveraging the robust capabilities of Laravel  12, this research implements security features such as rate limiting to prevent brute force attacks and RBAC to manage user access rights based on roles. In addition, it utilizes the advanced security features of Spatie Role Permissions in Laravel  12 to achieve layered protection. This is supported by the use of the MariaDB database in conjunction with Laravel 's Spatie Permissions package for more structured permission management. The research method employed is evaluative with a quantitative and descriptive approach, used to measure and analyze the quality of the software code before and after improvements. The results of this study provide a more secure solution for the information system.  ",https://jurnal.unidha.ac.id/index.php/jteksis/article/download/1976/1141,
0,Mateus Yonathan,Access-Controlled Semantic Search: Implementing Role-Based Filtering in Vector Databases for Enterprise Document Management,2025,,Springer Science and Business Media LLC,https://doi.org/10.21203/rs.3.rs-7338381/v1,,450,2026-05-27 21:14:56,posted-content,10.21203/rs.3.rs-7338381/v1,,,,,,,0,0.00,0,1,1,"<title>Abstract</title> <p>Vector databases used for semantic search in enterprise environments lack integrated access control mechanisms, creating security gaps when deploying retrieval-augmented generation (RAG) systems. This paper presents a technical approach for implementing role-based access control by embedding access metadata directly in vector database payloads. We formalize access-controlled vector operations and demonstrate their conceptual implementation using Qdrant’s payload filtering capabilities with .NET 9. Our approach enables atomic operations where access control decisions and semantic similarity rankings occur within the same database transaction. The conceptual framework demonstrates feasibility of fine-grained access control for semantic search without requiring separate security systems or application-layer filtering. We position this as an engineering contribution that applies existing database filtering capabilities to enterprise document management rather than a fundamental algorithmic innovation.</p>",https://www.researchsquare.com/article/rs-7338381/v1,
0,"Kusnana Kusnana, Prayoga Gymnastiar, Beny Riswanto",Analisis Kerentanan Insecure Direct Object Reference (IDOR) dan Broken Access Control pada Aplikasi Invoice Berbasis Web,2025,Digital Transformation Technology,Information Technology and Science (ITScience),https://doi.org/10.47709/digitech.v5i2.6948,,480,2026-05-27 21:14:56,journal-article,10.47709/digitech.v5i2.6948,2807-9000,,5,2,106,114,0,0.00,0,3,1,"Keamanan aplikasi web merupakan aspek krusial dalam melindungi data sensitif pengguna sekaligus menjaga kepercayaan terhadap layanan digital. Seiring meningkatnya pemanfaatan aplikasi berbasis web, risiko serangan siber juga semakin kompleks, terutama terkait kontrol akses dan kerahasiaan data. Penelitian ini bertujuan untuk mengidentifikasi serta menganalisis kerentanan keamanan pada aplikasi invoice berbasis web dengan alamat https://invoice.masdzikry.com. Metode penelitian menggunakan pendekatan eksperimen melalui penetration testing, dengan bantuan Burp Suite untuk melakukan manipulasi permintaan (request), analisis parameter, serta pengujian bypass otorisasi. Hasil pengujian mengungkapkan dua kerentanan utama yang bersifat kritis. Pertama, Insecure Direct Object Reference (IDOR), di mana pengguna biasa dapat mengakses faktur milik pengguna lain hanya dengan memodifikasi parameter id pada endpoint /invoices/{id}. Kedua, Broken Access Control yang disertai dengan Sensitive Data Exposure, ditemukan melalui penyisipan header X-Original-Url yang memungkinkan pengguna tanpa hak istimewa memperoleh akses tidak sah ke halaman administratif serta data sensitif administrator. Kedua temuan ini memiliki tingkat risiko tinggi menurut klasifikasi OWASP, karena berpotensi menyebabkan kebocoran data finansial, penyalahgunaan akses, hingga pengambilalihan akun. Berdasarkan temuan tersebut, penelitian ini merekomendasikan penerapan kontrol otorisasi berbasis peran (Role-Based Access Control), validasi parameter di sisi server, penonaktifan header manipulatif, serta penerapan logging, monitoring, dan audit keamanan secara berkala sesuai dengan standar OWASP Application Security Verification Standard (ASVS). Implementasi langkah-langkah mitigasi ini diharapkan dapat meningkatkan ketahanan aplikasi terhadap ancaman eksploitasi dan memperkuat kepercayaan pengguna terhadap sistem.",https://itscience.org/jurnal/index.php/digitech/article/download/6948/5063,
0,"Satyanarayana Asundi, Sarat Piridi",Enhancing Role-Based Access Control (RBAC) in Dataverse for Secure Enterprise Applications – Analyzing Advanced Security Models and Governance for Power Apps and Dynamics 365 CRM,2025,Journal of Information Systems Engineering and Management,Science Research Society,https://doi.org/10.52783/jisem.v10i41s.9747,,570,2026-05-27 21:14:56,journal-article,10.52783/jisem.v10i41s.9747,2468-4376,,10,41,1214,1224,0,0.00,0,1,1,"The purpose of this research is to enhance Role Based Access Control (RBAC) in Microsoft Dataverse to achieve secure deployment of enterprise application in Power Apps and Dynamics 365 CRM. The study shows this by integrating the integration of an advanced security model such as Authorizing Workflow Task RBAC (AW-TRBAC), AI driven threat detection and dynamic separation of duties to result in dramatic improvements in governance of access, anomaly detection and operational efficiency. The paper presents scalable solutions to the identified limitations of traditional RBAC using quantitative analysis and in the case of real-world enterprise. These results indicate that the RBAC models with enhanced capabilities help strengthen the compliance and data security of business and also allow for flexible and context aware access control to be used for helping the business grow.",https://jisem-journal.com/index.php/journal/article/download/9747/4502,
0,"Ulayya Salmaa Khoirunnisaa, Aditya Akbar Riadi, Evanita Evanita",PENERAPAN METODE ROLE-BASED ACCESS CONTROL PADA APLIKASI CUTI ONLINE DI YAYASAN AL-ACHSANIYYAH UNTUK STAF BERBASIS WEBSITE,2025,JIPI (Jurnal Ilmiah Penelitian dan Pembelajaran Informatika),STKIP PGRI Tulungagung,https://doi.org/10.29100/jipi.v10i4.7084,,710,2026-05-27 21:14:56,journal-article,10.29100/jipi.v10i4.7084,2540-8984,,10,4,4009,4022,0,0.00,0,3,1,"Penerapan teknologi dalam pengelolaan cuti staf merupakan langkah untuk meningkatkan keefektifan administrasi cuti di Yayasan Al-Achsaniyyah. Permasalahan yang dihadapi meliputi proses pengelolaan cuti yang masih manual, rentan terhadap kesalahan, kurangnya transparansi, dan kurang optimal dalam arsip cuti. Penelitian ini bertujuan untuk membuat aplikasi cuti online berbasis website yang menerapkan metode Role-Based Access Control (RBAC) untuk mengatur akses pengguna berdasarkan peran, seperti pimpinan, kepala bagian, dan staf. Pengembangan aplikasi ini meggunakan Framework Laravel 11 dan metode pengembangan sistem model Waterfall. Metode Role-Based Access Control (RBAC) diterapkan melalui middleware untuk memastikan pengelolaan akses yang terstruktur dan sesuai dengan peran masing-masing pengguna. Pengujian sistem dilakukan menggunakan beberaapa pengujian seperti Black Box testing, User Acceptance Testing (UAT), pengujian performa, dan pengujian kompatibilitas. Hasil penelitian ini menunjukkan solusi bahwa aplikasi cuti online di Yayasan Al-Achsaniyyah berbasis website dapat mempercepat proses pengelolaan cuti termasuk meningkatkan transparansi, dan mengurangi kesalahan dalam administrasi cuti. Metode Role-Based Access Control (RBAC) yang diterapkan berhasil memberikan pegaturan akses yang terstruktur. Serta, berdasarkan hasil pengujian User Acceptance Testing (UAT) yang menghasilkan rata-rata 87% dan System Usability Scale (SUS) menghasilkan rata-rata 80% yang menunjukkan bahwa apalikasi ini dapat membantu dan menjadi solusi yang baik untuk pengelolaan cuti di yayasan menjadi lebih efektif.",https://jurnal.stkippgritulungagung.ac.id/index.php/jipi/article/viewFile/7084/3228,
0,"Federico M. Grino, Erika M. Abellar, Jessel M. Cagmat, Cristemi F. Lasco","A Secure Role-Based Access Control Framework for Employee Plantilla Management System in the Local Government Unit of Magallanes, Agusan del Norte",2025,2025 International Conference on Emerging Technologies and Innovation for Sustainability (EmergIN),IEEE,https://doi.org/10.1109/emergin67762.2025.11450678,,883,2026-05-27 21:14:56,proceedings-article,10.1109/emergin67762.2025.11450678,,,,,23,29,0,0.00,0,4,1,,http://xplorestaging.ieee.org/ielx8/11450550/11450562/11450678.pdf?arnumber=11450678,
6,"Ezichi Mpamugo, Godwin Ansa",Enhancing Network Security in Mobile Applications with Role-Based Access Control,2024,Journal of Information Systems and Informatics,Asosiasi Doktor Sistem Informasi Indonesia,https://doi.org/10.51519/journalisi.v6i3.863,,134,2026-05-27 21:14:56,journal-article,10.51519/journalisi.v6i3.863,2656-4882,,6,3,1872,1899,6,3.00,3,2,2,"In today's dynamic networking environment, securing access to resources has become increasingly challenging due to the growth and progress of connected devices. This study explores the integration of Role-Based Access Control (RBAC) and OAuth 2.0 protocols to enhance network access management and security enforcement in an Android mobile application. The study adopts a waterfall methodology to implement access control mechanisms that govern authentication and authorization. OAuth 2.0, a widely adopted open-standard authorization framework, was implemented to secure user authentication by allowing third-party access without exposing user credentials. Meanwhile, RBAC was leveraged to streamline access permissions based on predefined user roles, ensuring that access privileges are granted according to hierarchical role structures. The main outcomes of this study show significance towards the improvements in security enforcement and user access management. Specifically, the implementation of multi-factor authentication, session timeout mechanisms, and user role-based authorization ensured robust protection of sensitive data while maintaining system usability. RBAC proved effective in controlling access to various system resources, such as database operations which was presented in scenario of physical access to doors, while OAuth 2.0 provided a secure communication channel for authentication events. These protocols, working in tandem, addressed key issues like unauthorized access, data integrity, and scalability in network security policy enforcement. This research deduces that combining RBAC and OAuth 2.0 protocols in mobile applications enhances security posture, simplifies access management, and mitigates evolving threats.",https://journal-isi.org/index.php/isi/article/download/863/421,
3,"Janessa Sarah Destini, Tony Tony",Implementing Hierarchical Role-Based Access Control for Document Administration in Student Organizations,2024,Internet of Things and Artificial Intelligence Journal,ASCEE Publications,https://doi.org/10.31763/iota.v4i4.832,,144,2026-05-27 21:14:56,journal-article,10.31763/iota.v4i4.832,2774-4353,,4,4,785,802,3,1.50,2,2,2,"Student organizations in higher education institutions play a pivotal role in fostering leadership and collaboration. Despite their importance, many still utilize manual document administration processes, resulting in inefficiencies, delays, and a lack of transparency. This research introduces the design and implementation of a web-based Document Management System integrated with Hierarchical Role-Based Access Control (HRBAC) for student organizations at Universitas Tarumanagara. The system adopts a structured and secure framework tailored to the organization’s approval hierarchy, encompassing roles such as UKM/HIMA, BEM, DPM, Faculty Advisors, Deans, and the Student Affairs Office. Each role is assigned specific access privileges to ensure secure and efficient document submission and approval workflows, aligned with organizational needs. The system was developed using the Laravel framework, PHP, HTML, SCSS, JavaScript, and MySQL, following the Waterfall methodology. Usability was evaluated using the System Usability Scale (SUS), achieving a score of 78.33, categorizing it as “Good” in terms of user experience and navigability. The findings indicate significant improvements in process automation, role-based access control, and document traceability. This research offers a comprehensive model for digital transformation in student organization administration, emphasizing the effectiveness of hierarchical access control in optimizing administrative workflows within academic institutions.",https://pubs.ascee.org/index.php/iota/article/download/832/427,
1,"Fubao Zhu, Chenguang Yang, Liang Zhu, Jingzhong Gu",Application of Matrix Factorization Role Mining Algorithm in Role-Based Access Control for Edge RMP,2024,2024 9th International Conference on Electronic Technology and Information Science (ICETIS),IEEE,https://doi.org/10.1109/icetis61828.2024.10593712,,106,2026-05-27 21:14:56,proceedings-article,10.1109/icetis61828.2024.10593712,,,,,761,767,1,0.50,0,4,2,,http://xplorestaging.ieee.org/ielx8/10592861/10593657/10593712.pdf?arnumber=10593712,
1,"Marjay C. Bumalod, Rose Mary A. Velasco","Synergistic Information Security Design Implementation based on Role-Based Access Control, Information Classification, and AES Cryptographic Encryption",2024,"International Journal in Information Technology in Governance, Education and Business",Sekolah Tinggi Informatika dan Komputer Indonesia,https://doi.org/10.32664/ijitgeb.v6i1.136,,260,2026-05-27 21:14:56,journal-article,10.32664/ijitgeb.v6i1.136,2721-0030,,6,1,68,85,1,0.50,1,2,2,"Security technology has undergone significant development and research in response to increasing cyber threats. The Intranet Document Management System (IDMS) was created to centralize documents within organizations, ensuring efficiency and streamlining processes. Given the critical nature of document management in organizational workflows, secure and safe management is paramount. This study aims to develop a secure IDMS using Advanced Encryption Standard (AES) encryption, Role-Based Access Control (RBAC), and an Information Classification Model. We also provide a comprehensive overview of the key characteristics and performance metrics of each access control model and cryptographic algorithm, facilitating decision-making for system design and implementation. The system offers high granularity, ease of administration through role assignments with document classification, high flexibility with customized permissions, and scalability with roles and classification. AES is chosen for its high security and fast performance, making it a widely used encryption standard. Keywords: Advanced Encryption Standard (AES), Access Control, Cryptographic Algorithm, Document Management System, Information Classification   Received Date: April 2, 2024Revised Date: May 10, 2024Accepted Date: May 14, 2024",https://ijitgeb.org/ijitgeb/article/download/136/74,
