Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
35,"Wai-Kit Ng, Fu-Tien Hsu, Cheng-Fu Chao, Chun-Liang Chen",Sustainable Competitive Advantage of Cultural Heritage Sites: Three Destinations in East Asia,2023,Sustainability,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/su15118593,,616,2026-05-27 20:41:01,article,10.3390/su15118593,2071-1050,,15,11,8593,8593,35,11.67,9,4,3,"Cultural heritage plays an important role in the creation of creative cities, giving them a new lease of life and generating employment opportunities and local economies in the process. The revitalisation and development of cultural heritage and intangible cultural heritage have become a major part of national development policies worldwide. This study adopts a multiple case analysis approach. Four cultural heritages of three destinations in East Asia (Hong Kong, Macau and Taiwan) were selected as case studies because they have all adopted a public–private partnership approach to the conservation and reuse of historic buildings. In this study, semi-structured interviews were conducted and secondary data collected from a variety of sources to bring the findings of this study closer to the practical development of cultural heritage. Base on Five Forces analysis, we propose an “Extended Five Forces” model of cultural heritage. The new component, i.e., historical landscapes and cultural sustainability, is proposed to expand the theoretical foundations of the sustainable management of cultural heritage. The findings show how they can collaborate with communities to create value and gain a sustainable competitive advantage on a global scale and contribute to the sustainable management of cultural heritage in Asia.",https://www.mdpi.com/2071-1050/15/11/8593/pdf?version=1685009146,
35,"Kai Ding, Yue Niu, Wei Chong Choo",The evolution of Airbnb research: A systematic literature review using structural topic modeling,2023,Heliyon,Elsevier BV,https://doi.org/10.1016/j.heliyon.2023.e17090,,620,2026-05-27 20:41:01,review,10.1016/j.heliyon.2023.e17090,2405-8440,,9,6,,,35,11.67,12,3,3,"This study employs advanced text-mining techniques to offer an in-depth and comprehensive overview of the extensive body of research on Airbnb. By analyzing 1021 articles published in 416 journals spanning the period from 2015 to 2022, this study aims at revealing Airbnb research topics and trends. The results show that the primary focus of academic inquiry regarding Airbnb revolves around two domains: the company's operational practices and its impacts on various domains. Within the realm of Airbnb's operational practices, four distinct research topics emerge as particularly prominent and extensively explored. These encompass the dynamics of 'trust in Airbnb,' the formulation and implementation of 'house rules,' the mechanisms of governing 'Airbnb pricing' strategies, and the critical examination of 'value creation in Airbnb' initiatives. Meanwhile, the most researched impacts of Airbnb are on urban tourism, rental housing markets, tourist destinations, and hotels. These spheres have received significant scholarly attention due to the profound implications and transformative effects engendered by Airbnb's disruptive presence in these areas. Moreover, the findings underscore that research pertaining to Airbnb's operational aspects has witnessed a significant increase in popularity over time, indicating a marked shift in the focal points of Airbnb research. Notably, the research topics that have experienced substantial growth include 'trust in Airbnb,' 'Airbnb pricing,' and 'impacts on tourist destinations.' Lastly, this study found that Airbnb-related research articles in hospitality and tourism journals tend to be more delving into industry-specific phenomena and challenges. Conversely, non-hospitality and tourism journals provide a broader coverage of topics related to Airbnb, encapsulating diverse areas of inquiry beyond the boundaries of the industry. This literature review provides valuable insights into existing research on Airbnb and highlights several critical areas for future research.",http://www.cell.com/article/S2405844023042986/pdf,
34,Christopher Mackin,Defining employee ownership: four meanings and two models,2023,Journal of Participation and Employee Ownership,Emerald Publishing Limited,https://doi.org/10.1108/jpeo-10-2022-0019,,637,2026-05-27 20:41:01,article,10.1108/jpeo-10-2022-0019,2514-7641,,7,1,1,25,34,11.33,34,1,3,"Purpose The field of broad-based employee ownership within corporations is a specific application of the foundational topic of property ownership. It is situated at the intersection of a broad range of scholarly disciplines including economics, law, finance and management. Each discipline contributes vocabulary and distinctions describing this field. That broad spectrum of disciplinary inquiry is a strength but it also lends a “ships passing in the night” quality to discussions of employee ownership. This paper attempts to unravel the narrative diversity surrounding this topic. Four meanings of ownership are introduced. Those meanings are in turn embedded within two abstract models of the corporation; the corporation as property and the corporation as social institution. Design/methodology/approach There is no experimental design The paper presents a conceptual overview and introduces a taxonomy of four meanings and two models of ownership. Findings Four meanings of ownership are introduced. The meanings are ownership as compensation, investment, retirement and membership. Those meanings are in turn embedded within two abstract models of the corporation; the corporation as property and the corporation as social institution. Research limitations/implications No hypotheses are advanced. This is not a research paper. A conceptual overview that makes use of taxonomy of meanings and models is introduced to help clarify confusions abundant in the field of employee ownership. Readers may differ with the categories of meanings and models introduced in this conceptual overview. Practical implications The ambition of the paper is to describe the various meanings and models of employee ownership presently in use in both academic and applied settings. It is not necessary or desirable to assert the primacy of a single meaning or model in order to achieve progress. The analysis provided here surfaces a range of assumptions about ownership that have heretofore been implicit in both scholarship and in practice. Making those assumptions explicit should prove useful to both scholars and practitioners of employee ownership. Social implications The concept of employee ownership enjoys a relatively broad appeal with the public. Among the academic disciplines that have trained their lights upon it, a more mixed reception prevails. Much of the academic and policy controversy derives from confusion about the nature and structure of employee ownership. This paper attempts to address that confusion by presenting a taxonomy of meanings and models that may prove useful for future research. Originality/value This study is one of the first efforts to comprehinsively map the various meanings and models of broad-based employee ownership.",https://www.emerald.com/insight/content/doi/10.1108/JPEO-10-2022-0019/full/pdf?title=defining-employee-ownership-four-meanings-and-two-models,
34,"Rebekah Israel Cross, James Huỳnh, Natalie J. Bradford, B. Francis",Racialized Housing Discrimination and Population Health: a Scoping Review and Research Agenda,2023,Journal of Urban Health,Springer Science+Business Media,https://doi.org/10.1007/s11524-023-00725-y,,642,2026-05-27 20:41:01,review,10.1007/s11524-023-00725-y,1099-3460,,100,2,355,388,34,11.33,9,4,3,,https://link.springer.com/content/pdf/10.1007/s11524-023-00725-y.pdf,
33,"Peter Hepburn, Jacob Haas, Nicholas Graetz, Renee Louis, Devin Q. Rutan, Anne Kat Alexander, Jasmine Rangel, Olivia Jin, Emily A. Benfer, Matthew Desmond",Protecting the Most Vulnerable: Policy Response and Eviction Filing Patterns During the COVID-19 Pandemic,2023,RSF The Russell Sage Foundation Journal of the Social Sciences,Russell Sage Foundation,https://doi.org/10.7758/rsf.2023.9.3.08,,671,2026-05-27 20:41:01,article,10.7758/rsf.2023.9.3.08,2377-8253,,9,3,186,207,33,11.00,3,10,3,"The COVID-19 pandemic and resulting economic crisis exposed the U.S. rental housing market to extraordinary stress. Policymakers at the federal, state, and local levels established eviction moratoria and a number of additional direct and indirect renter-supportive measures in a bid to prevent a surge in evictions and associated public health risks. This article assesses the net efficacy of these interventions, analyzing changes in eviction filing patterns in 2020–2021 in thirty-one cities across the country. We find that eviction filings were dramatically reduced over this period. The largest reductions were in places that previously experienced highest eviction filing rates, particularly majority-Black and low-income neighborhoods. Although these changes did not ameliorate racial, gender, and income inequalities in relative risk of eviction, they did significantly reduce rates across the board, resulting in especially large absolute gains in previously high-risk communities.",https://www.rsfjournal.org/content/rsfjss/9/3/186.full.pdf,
30,"Ioannis Vardopoulos, Ioannis Vannas, George Xydis, Constantinos Vassiliades",Homeowners’ Perceptions of Renewable Energy and Market Value of Sustainable Buildings,2023,Energies,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/en16104178,,744,2026-05-27 20:41:01,article,10.3390/en16104178,1996-1073,,16,10,4178,4178,30,10.00,8,4,3,"Growing concerns over environmental issues and sustainable living have resulted in increased interest in renewable energy and energy efficiency. The real estate market is no exception, with homeowners increasingly considering the market value of green and sustainable buildings, which can offer both energy efficiency and potential health benefits. This study investigates the level of interest among homeowners in investing in renewable energy sources and energy efficiency measures for their homes and how it relates to their perception of the market value of green or sustainable buildings in the real estate market. A survey was conducted in the Paphos urban complex in Cyprus, with 180 participants over the age of 18. The participants were selected through a random sampling method and were representative of the general population in terms of gender, age, and income. Data were collected on their attitudes towards renewable energy sources and energy efficiency, as well as their perceptions of the market value of green buildings. The data collected were analyzed using various statistical methods, including Cronbach’s α coefficient, the non-parametric Friedman test, descriptive statistics, and factor analysis, with the Statistical Package for the Social Sciences (SPSS) being used for coding and analysis. Results indicate that 64% of the homeowners surveyed were interested in investing in renewable energy sources, and 72% were interested in energy efficiency measures. Additionally, findings suggest a moderate level of interest (58%) among homeowners in investing in renewable energy sources and that this is positively associated with their perception of the market value of green buildings. Furthermore, homeowners with higher income and education levels tend to be more interested in investing in renewable energy sources and energy efficiency measures and perceive green buildings as having higher market value. This study provides insights into the factors that drive homeowners’ investment in renewable energy sources and energy efficiency measures, shedding light on the relationship between homeowners’ perceptions of the market value of green buildings and their interest in such investments.",https://www.mdpi.com/1996-1073/16/10/4178/pdf?version=1684466194,
29,"Els van der Roest, Joris G. W. F. Voeten, Dirk Gijsbert Cirkel",Increasing solar panel output with blue-green roofs in water-circular and nature inclusive urban development,2023,Building and Environment,Elsevier BV,https://doi.org/10.1016/j.buildenv.2023.110704,,761,2026-05-27 20:41:01,article,10.1016/j.buildenv.2023.110704,0360-1323,,244,,110704,110704,29,9.67,10,3,3,"With an increasing demand for climate resiliency, water sensitivity, nature inclusiveness and energy efficiency in dense urban environments, the call for layered and multifunctional use of rooftops is rising. Vegetated roofs combined with Photo-Voltaic (PV) installations are an example of multifunctional and more effective use of available space, and well-irrigated systems could have an enhanced cooling effect. This research investigated a blue-green capillary irrigated solar roof with grey (shower-) water suppletion, with a constructed wetroof for grey water purification. Two full-scale commercial PV systems on twin rental apartment blocks in Amsterdam were analyzed, on a blue-green roof (BGR) versus a bitumen roof (BiR). The energy output, PV panel temperature, relative humidity and air temperature under the panels were monitored during 5 warmer months (June–October 2022). On average, a solar panel on the BGR is expected to produce 4.4% more energy than a solar panel on the BiR at similar irradiation. A clear difference in panel temperature on the roofs is only seen when the surface temperature of the roofs differs by at least 4.64 °C. Otherwise, other factors such as wind or albedo have probably more influence on the PV panel temperature and thus on PV power output.",https://www.sciencedirect.com/science/article/pii/S036013232300731X,
29,"Ewane Basil Ewane, Shaurya Bajaj, Luisa Velasquez-Camacho, Shruthi Srinivasan, Juyeon Maeng, Anushka Singla, Andrea Luber, Sergio de‐Miguel, Gabriella Richardson, Eben N. Broadbent, Adrián Cardíl, Wan Shafrina Wan Mohd Jaafar, Meshal M. Abdullah, Ana Paula Dalla Côrte, Carlos Alberto Silva, Willie Doaemo, Midhun Mohan",Influence of urban forests on residential property values: A systematic review of remote sensing-based studies,2023,Heliyon,Elsevier BV,https://doi.org/10.1016/j.heliyon.2023.e20408,,765,2026-05-27 20:41:01,review,10.1016/j.heliyon.2023.e20408,2405-8440,,9,10,,,29,9.67,3,17,3,"Urban forests provide direct and indirect benefits to human well-being that are increasingly captured in residential property values. Remote Sensing (RS) can be used to measure a wide range of forest and vegetation parameters that allows for a more detailed and better understanding of their specific influences on housing prices. Herein, through a systematic literature review approach, we reviewed 89 papers (from 2010 to 2022) from 21 different countries that used RS data to quantify vegetation indices, forest and tree parameters of urban forests and estimated their influence on residential property values. The main aim of this study was to understand and provide insights into how urban forests influence residential property values based on RS studies. Although more studies were conducted in developed (n = 55, 61.7%) than developing countries (n = 34, 38.3%), the results indicated for the most part that increasing tree canopy cover on property and neighborhood level, forest size, type, greenness, and proximity to urban forests increased housing prices. RS studies benefited from spatially explicit repetitive data that offer superior efficiency to quantify vegetation, forest, and tree parameters of urban forests over large areas and longer periods compared to studies that used field inventory data. Through this work, we identify and underscore that urban forest benefits outweigh management costs and have a mostly positive influence on housing prices. Thus, we encourage further discussions about prioritizing reforestation and conservation of urban forests during the urban planning of cities and suburbs, which could support UN Sustainable Development Goals (SDGs) and urban policy reforms.",https://doi.org/10.1016/j.heliyon.2023.e20408,
29,"Richard Goulding, Adam Leaver, Jonathan Silver",When the Abu Dhabi United Group Came to Town: Constructing an Organisational Fix for State Capitalism through the Manchester Life Partnership,2023,Antipode,Wiley,https://doi.org/10.1111/anti.13013,,767,2026-05-27 20:41:01,article,10.1111/anti.13013,0066-4812,,56,3,896,921,29,9.67,10,3,3,"Abstract For many cities, the entry of financial actors into housing opens new geopolitical relations with overseas entities, including state‐backed investors such as sovereign wealth funds. These transformations raise the question of the extent to which real estate enables the urbanisation of state capitalism, understood as the expansion of the state's role as promoter, supervisor, and owner of capital. Our paper answers this question through an analysis of Manchester Life, a residential real estate joint venture between Manchester City Council and the Abu Dhabi United Group, an investment firm linked to the Abu Dhabi royal family. In doing so it explores state capitalism as a form of extended urbanisation, with oil revenues from the Persian Gulf used to extract urban land rents in the Global North. It further highlights urban geopolitical implications, theorising Manchester Life as an organisational fix that reworks the geographies of value extraction while eroding democratic accountability.",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/anti.13013,
26,"Hanxiang Zhang, Yansong Li, Paula Branco",Describe the house and I will tell you the price: House price prediction with textual description data,2023,Natural Language Engineering,Cambridge University Press,https://doi.org/10.1017/s1351324923000360,,892,2026-05-27 20:41:01,article,10.1017/s1351324923000360,1351-3249,,30,4,661,695,26,8.67,9,3,3,"Abstract House price prediction is an important problem that could benefit home buyers and sellers. Traditional models for house price prediction use numerical attributes such as the number of rooms but disregard the house description text. The recent developments in text processing suggest these can be valuable attributes, which motivated us to use house descriptions. This paper focuses on the house asking/advertising price and studies the impact of using house description texts to predict the final house price. To achieve this, we collected a large and diverse set of attributes on house postings, including the house advertising price. Then, we compare the performance of three scenarios: using only the house description, only numeric attributes, or both. We processed the description text through three word embedding techniques: TF-IDF, Word2Vec, and BERT. Four regression algorithms are trained using only textual data, non-textual data, or both. Our results show that by using exclusively the description data with Word2Vec and a Deep Learning model, we can achieve good performance. However, the best overall performance is obtained when using both textual and non-textual features. An $R^2$ of 0.7904 is achieved by the deep learning model using only description data on the testing data. This clearly indicates that using the house description text alone is a strong predictor for the house price. However, when observing the RMSE on the test data, the best model was gradient boosting using both numeric and description data. Overall, we observe that combining the textual and non-textual features improves the learned model and provides performance benefits when compared against using only one of the feature types. We also provide a freely available application for house price prediction, which is solely based on a house text description and uses our final developed model with Word2Vec and Deep Learning to predict the house price.",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/807584C6B9D76F555DA61E220BF39F9B/S1351324923000360a.pdf/div-class-title-describe-the-house-and-i-will-tell-you-the-price-house-price-prediction-with-textual-description-data-div.pdf,
24,"Laura Tozer, Hannah MacRae, Emily Smit",Achieving deep-energy retrofits for households in energy poverty,2023,Buildings and Cities,,https://doi.org/10.5334/bc.304,,955,2026-05-27 20:41:01,article,10.5334/bc.304,2632-6655,,4,1,,,24,8.00,8,3,3,"Climate change and energy poverty are two sustainability challenges that can be addressed through deep-energy retrofits for homes. This systematic review identifies which factors influence the achievement of energy retrofits for households vulnerable to energy poverty. It covers both energy-poor households and the landlords or building owners of energy-poor households. The results identify a range of influential factors across several themes: financial, policy and organizational, trust and communication, technical, attitudes and values, and health. Health and quality of life are particularly influential motivating factors among households vulnerable to energy poverty, as is the presence of trust and communication between stakeholders. Multiple financial considerations are also important, such as the availability of no-cost retrofit options and the prospect of lower energy and maintenance costs. Lastly, government requirements to retrofit and minimum energy standards are motivating, particularly in the social housing sector. These findings and the lack of focus on energy poverty within the energy retrofit literature and policies point to a need for further research on this topic, and for retrofit policies specifically targeted to households vulnerable to energy poverty. Policy relevance Energy retrofit policies targeting households vulnerable to energy poverty could be more effective if they: Improve access to low or no-cost retrofit options alongside tenant protection mechanisms Include requirements for resident consent and engagement Build capacity to collect, centralize and publicize information about building stocks to align retrofit projects with necessary upgrades Disseminate knowledge of retrofit programs through trusted communicators Increase stakeholders’ understanding of retrofit benefits Take a holistic approach by emphasizing the co-benefits of energy retrofits in energy-poor households Implement government requirements to pursue energy retrofits aligned with overarching government climate policies, particularly for publicly owned housing.",https://storage.googleapis.com/jnl-up-j-bc-files/journals/1/articles/304/6478806b3020c.pdf,
90,"Izabela Jonek-Kowalska, Radosław Wolniak",Sharing Economies’ Initiatives in Municipal Authorities’ Perspective: Research Evidence from Poland in the Context of Smart Cities’ Development,2022,Sustainability,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/su14042064,,140,2026-05-27 20:41:01,article,10.3390/su14042064,2071-1050,,14,4,2064,2064,90,22.50,45,2,4,"The emergence and dynamic development of the sharing economy as a socio-economic phenomenon was triggered by the subprime crisis of 2007–2009 and the consequent need to rationalize the use of resources. Cities (especially those generally recognized as a Smart City) have become a natural environment for the sharing economy, due to the spatial accumulation of both potential users and available goods and services. Adopting the point of view that urban conditions are advantageous for the development of the SE, the authors of the article assess the scope of implementation of solutions typical for the sharing economy and the scale of support of municipal authorities for their implementation in 287 Polish cities. For this purpose, they use representative surveys carried out in January 2020. When analyzing the results, they consider the following aspects of a sharing economy: carpooling, coworking, co-housing, room sharing, couch surfing clothes swap/toy swap and crowdfunding. In their research, they also identify relationships between the degree of development of the sharing economy in Polish cities and their size (expressed as the number of inhabitants) and wealth (expressed as the level of budget revenues per capita), trying to answer the question asked in the title: how do cities use and support sharing economy initiatives? The research results indicate a low level of SE development in Polish cities and a low involvement of municipal authorities in supporting this development. Individual forms of SE function best in large cities that have successfully aspired to be smart for many years. In other administrative units, the obstacle to the development of the SE is probably the low availability and quality of free housing resources and the reluctance to share, resulting from reluctance in a centrally planned economy related to the non-market allocation of goods and services and the associated strong attachment to private property.",https://www.mdpi.com/2071-1050/14/4/2064/pdf?version=1644817040,
75,"Felix Lorenz, Jonas Willwersch, Marcelo Cajias, Franz Fuerst",Interpretable machine learning for real estate market analysis,2022,Real Estate Economics,Wiley,https://doi.org/10.1111/1540-6229.12397,,207,2026-05-27 20:41:01,article,10.1111/1540-6229.12397,1080-8620,,51,5,1178,1208,75,18.75,19,4,4,"Abstract Machine Learning (ML) excels at most predictive tasks but its complex nonparametric structure renders it less useful for inference and out‐of sample predictions. This article aims to elucidate and enhance the analytical capabilities of ML in real estate through Interpretable ML (IML). Specifically, we compare a hedonic ML approach to a set of model‐agnostic interpretation methods. Our results suggest that IML methods permit a peek into the black box of algorithmic decision making by showing the web of associative relationships between variables in greater resolution. In our empirical applications, we confirm that size and age are the most important rent drivers. Further analysis reveals that certain bundles of hedonic characteristics, such as large apartments in historic buildings with balconies located in affluent neighborhoods, attract higher rents than adding up the contributions of each hedonic characteristic. Building age is shown to exhibit a U‐shaped pattern in that both the youngest and oldest buildings attract the highest rents. Besides revealing valuable distance decay functions for spatial variables, IML methods are also able to visualise how the strength and interactions of hedonic characteristics change over time, which investors could use to determine the types of assets that perform best at any given stage of the real estate investment cycle.",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1540-6229.12397,
63,"Cankun Wei, Meichen Fu, Li Wang, Hanbing Yang, Feng Tang, Yuqing Xiong",The Research Development of Hedonic Price Model-Based Real Estate Appraisal in the Era of Big Data,2022,Land,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/land11030334,,266,2026-05-27 20:41:01,article,10.3390/land11030334,2073-445X,,11,3,334,334,63,15.75,11,6,4,"In the era of big data, advances in relevant technologies are profoundly impacting the field of real estate appraisal. Many scholars regard the integration of big data technology as an inevitable future trend in the real estate appraisal industry. In this paper, we summarize 124 studies investigating the use of big data technology to optimize real estate appraisal through the hedonic price model (HPM). We also list a variety of big data resources and key methods widely used in the real estate appraisal field. On this basis, the development of real estate appraisal moving forward is analyzed. The results obtained in the current studies are as follows: First, the big data resources currently applied to real estate appraisal include more than a dozen big data types from three data sources; the internet, remote sensing, and the Internet of things (IoT). Additionally, it was determined that web crawler technology represents the most important data acquisition method. Second, methods such as data pre-processing, spatial modeling, Geographic information system (GIS) spatial analysis, and the evolving machine learning methods with higher valuation accuracy were successfully introduced into the HPM due to the features of real estate big data. Finally, although the application of big data has greatly expanded the amount of available data and feature dimensions, this has caused a new problem: uneven data quality. Uneven data quality can reduce the accuracy of appraisal results, and, to date, insufficient attention has been paid to this issue. Future research should pay greater attention to the data integration of multi-source big data and absorb the applications developed in other disciplines. It is also important to combine various methods to form a new united evaluation model based on taking advantage of, and avoiding shortcomings to compensate for, the mechanism defects of a single model.",https://www.mdpi.com/2073-445X/11/3/334/pdf?version=1645718446,
61,"Ju-Yeun Lee, Namhee Kwon, Ga-yeon Goo, Sung‐Il Cho",Inadequate housing and pulmonary tuberculosis: a systematic review,2022,BMC Public Health,BioMed Central,https://doi.org/10.1186/s12889-022-12879-6,,280,2026-05-27 20:41:01,review,10.1186/s12889-022-12879-6,1471-2458,,22,1,622,622,61,15.25,15,4,4,"BACKGROUND: Tuberculosis (TB) is a global health issue that has long threatened and continues to threaten human health. While previous studies are important in the search for a cure for TB, to eradicate the disease it is also crucial to analyze environmental influences. Therefore, this study determined the potential effect of inadequate housing on TB and the magnitude of the effect. METHODS: This is a systematic review of the effects of inadequate housing on TB. Between Jan 1, 2011 and Oct 25, 2020, we searched four electronic databases using the search terms ""housing AND tuberculosis"" or ""housing AND TB"". The target population comprised residents of inadequate housing and the homeless. RESULTS: We found 26 eligible studies. The distribution of the studies across continents was uneven, and the housing issues of interest seemed to vary depending on the economic level of the country. The eight steps identified in TB development and the consequences thereof were more strongly associated with housing affordability than with housing quality. CONCLUSIONS: This is the first systematic review to identify the effects of inadequate housing on TB and to categorize inadequate-housing-related exposure to TB in terms of affordability and quality. The steps identified in TB development and the consequences thereof had a greater association with housing affordability than with housing quality. Therefore, public health interventions regarding housing affordability could be more diverse, and interventions that support affordable housing for residents of inadequate housing and the homeless should proceed simultaneously to improve housing quality.",https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12879-6,
53,"Lingbo Liu, Hanchen Yu, Jie Zhao, Hao Wu, Zhenghong Peng, Ru Wang","Multiscale Effects of Multimodal Public Facilities Accessibility on Housing Prices Based on MGWR: A Case Study of Wuhan, China",2022,ISPRS International Journal of Geo-Information,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/ijgi11010057,,349,2026-05-27 20:41:01,article,10.3390/ijgi11010057,2220-9964,,11,1,57,57,53,13.25,9,6,4,"The layout of public service facilities and their accessibility are important factors affecting spatial justice. Previous studies have verified the positive influence of public facilities accessibility on house prices; however, the spatial scale of the impact of various public facilities accessibility on house prices is not yet clear. This study takes transportation analysis zone of Wuhan city as the spatial unit, measure the public facilities accessibility of schools, hospitals, green space, and public transit stations with four kinds of accessibility models such as the nearest distance, real time travel cost, kernel density, and two step floating catchment area (2SFCA), and explores the multiscale effect of public services accessibility on house prices with multiscale geographically weighted regression model. The results show that the differentiated scale effect not only exists among different public facility accessibilities, but also exists in different accessibility models of the same sort of facility. The article also suggests that different facilities should adopt its appropriate accessibility model. This study provides insights into spatial heterogeneity of urban public service facilities accessibility, which will benefit decision making in equal accessibility planning and policy formulation for the layout of urban service facilities.",https://www.mdpi.com/2220-9964/11/1/57/pdf?version=1645416920,
48,"Xinwei Ma, Yurui Yin, Yuchuan Jin, Mingjia He, Minqing Zhu",Short-Term Prediction of Bike-Sharing Demand Using Multi-Source Data: A Spatial-Temporal Graph Attentional LSTM Approach,2022,Applied Sciences,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/app12031161,,407,2026-05-27 20:41:01,article,10.3390/app12031161,2076-3417,,12,3,1161,1161,48,12.00,10,5,4,"As a convenient, economical, and eco-friendly travel mode, bike-sharing greatly improved urban mobility. However, it is often very difficult to achieve a balanced utilization of shared bikes due to the asymmetric spatio-temporal user demand distribution and the insufficient numbers of shared bikes, docks, or parking areas. If we can predict the short-run bike-sharing demand, it will help operating agencies rebalance bike-sharing systems in a timely and efficient way. Compared to the statistical methods, deep learning methods can automatically learn the relationship between the inputs and outputs, requiring less assumptions and achieving higher accuracy. This study proposes a Spatial-Temporal Graph Attentional Long Short-Term Memory (STGA-LSTM) neural network framework to predict short-run bike-sharing demand at a station level using multi-source data sets. These data sets include historical bike-sharing trip data, historical weather data, users’ personal information, and land-use data. The proposed model can extract spatio-temporal information of bike-sharing systems and predict the short-term bike-sharing rental and return demand. We use a Graph Convolutional Network (GCN) to mine spatial information and adopt a Long Short-Term Memory (LSTM) network to mine temporal information. The attention mechanism is focused on both temporal and spatial dimensions to enhance the ability of learning temporal information in LSTM and spatial information in GCN. Results indicate that the proposed model is the most accurate compared with several baseline models, the attention mechanism can help improve the model performance, and models that include exogenous variables perform better than the models that only consider historical trip data. The proposed short-term prediction model can be used to help bike-sharing users better choose routes and to help operators implement dynamic redistribution strategies.",https://www.mdpi.com/2076-3417/12/3/1161/pdf?version=1643120141,
43,"Eoghan McKenna, Jessica Few, Ellen Webborn, Ben Anderson, Simon Elam, David Shipworth, Adam Cooper, Martin Pullinger, Tadj Oreszczyn",Explaining daily energy demand in British housing using linked smart meter and socio-technical data in a bottom-up statistical model,2022,Energy and Buildings,Elsevier BV,https://doi.org/10.1016/j.enbuild.2022.111845,,472,2026-05-27 20:41:01,article,10.1016/j.enbuild.2022.111845,0378-7788,,258,,111845,111845,43,10.75,5,9,4,"This paper investigates factors associated with variation in daily total (electricity and gas) energy consumption in domestic buildings using linked pre-COVID-19 smart meter, weather, building thermal characteristics, and socio-technical survey data covering appliance ownership, demographics, behaviours, and attitudes for two nested sub-samples of 1418 and 682 British households selected from the Smart Energy Research Laboratory (SERL) Observatory panel. Linear mixed effects modelling resulted in adjusted R2 between 63% and 80% depending on sample size and combinations of contextual data used. Increased daily energy consumption was significantly associated (p-value < 0.05, VIF < 5) with: households living in buildings with more rooms and bedrooms, that are older, more detached, have air-conditioning, and experience colder (more heating degree days) or less sunny weather; households with more adult occupants, more children, older adult occupants, higher heating temperature setpoints, and that do not try to save energy. The results demonstrate the value of smart meter data linked with contextual data for improving understanding of energy demand in British housing. Accredited UK researchers are invited to apply to access the data, which has recently been updated to include over 13,000 households from across Great Britain. This paper provides guidance on appropriate methods to use when analysing the data.",https://doi.org/10.1016/j.enbuild.2022.111845,
42,Jelke R. Bosma,"Platformed professionalization: Labor, assets, and earning a livelihood through Airbnb",2022,Environment and Planning A Economy and Space,SAGE Publishing,https://doi.org/10.1177/0308518x211063492,,484,2026-05-27 20:41:01,article,10.1177/0308518x211063492,0308-518X,,54,4,595,610,42,10.50,42,1,4,"This paper analyses processes of professionalization on Airbnb in Berlin, exploring who is able to take part most successfully in urban value creation processes facilitated by short-term rental platforms. In doing so, it intervenes in debates on platform urbanism that focus on the role of digital platforms in reconfiguring urban governance and livelihoods. Combining a political economic approach and affordance theory, I conceptualize professionalization as a particular platform logic that benefits Airbnb and hosts who are able to take part, while reinforcing existing inequalities. Drawing on eight months of fieldwork in Berlin, I show how these professionalization practices differentially affect the strategies and practices of hosts, offering benefits to some while worsening the position of others who are unable or unwilling to professionalize. As such, professionalization processes produce inequalities and power asymmetries both on and off the platform, between hosts as well as between the platform owner and platform users. In a context where a growing number of city-dwellers rely on platforms to generate their livelihoods, such power shifts resulting from platform dynamics have a significant impact on who is able to benefit from platformization and thrive in a platform society.",https://doi.org/10.1177/0308518x211063492,
40,"Ceridwen Owen, James W. Crane",Trauma-Informed Design of Supported Housing: A Scoping Review through the Lens of Neuroscience,2022,International Journal of Environmental Research and Public Health,Multidisciplinary Digital Publishing Institute,https://doi.org/10.3390/ijerph192114279,,509,2026-05-27 20:41:01,review,10.3390/ijerph192114279,1660-4601,,19,21,14279,14279,40,10.00,20,2,4,"There is growing recognition of the importance of the design of the built environment in supporting mental health. In this context, trauma-informed design has emerged as a new field of practice targeting the design of the built environment to support wellbeing and ameliorate the physical, psychological and emotional impacts of trauma and related pathologies such as Post Traumatic Stress Disorder (PTSD). With high levels of prevalence of PTSD among people escaping homelessness and domestic violence, a priority area is the identification and application of evidence-based design solutions for trauma-informed supported housing. This study sought to examine the scope of existing evidence on the relationship between trauma, housing and design and the correlation of this evidence with trauma-informed design principles, and to identify gaps and opportunities for future research. In response to the commonly articulated limitations of the evidence-base in built environment design research, we combined a scoping review of literature on trauma, housing and design with insights from neuroscience to focus and extend understanding of the opportunities of trauma-informed design. We found that while limited in scope, there is strong alignment between existing evidence and the principles of trauma-informed design. We also identify three areas of future research related to the key domains of safety and security; control; and enriched environments.",https://www.mdpi.com/1660-4601/19/21/14279/pdf?version=1667305993,
